iter	Logloss
929	0.1057056257
930	0.1056285774
931	0.1055373448
932	0.1055373307
933	0.1054937004
934	0.1054148154
935	0.1053741861
936	0.1053129739
937	0.1053036949
938	0.1052608535
939	0.1052253318
940	0.1051452212
941	0.105098465
942	0.1050425134
943	0.1049208988
944	0.10486734
945	0.1048066075
946	0.1047458486
947	0.104662182
948	0.1045777987
949	0.1045042268
950	0.1044246697
951	0.1043712379
952	0.1042972439
953	0.1042801819
954	0.1041865503
955	0.1041168923
956	0.1040654937
957	0.1039575156
958	0.1038453641
959	0.103777843
960	0.1037196451
961	0.1036824852
962	0.1035777976
963	0.1035274657
964	0.1034606586
965	0.1033989024
966	0.1032756195
967	0.1032059604
968	0.1031804071
969	0.1030929788
970	0.1030477002
971	0.1029112772
972	0.1028570201
973	0.1027966153
974	0.1027291976
975	0.1026959315
976	0.1026497481
977	0.1026126588
978	0.1025825053
979	0.1024925374
980	0.1024568079
981	0.1023893614
982	0.1023664587
983	0.1023043457
984	0.1022064789
985	0.1021143663
986	0.1020771218
987	0.1019875429
988	0.1018946127
989	0.1018434375
990	0.1018347107
991	0.1018083486
992	0.1017498882
993	0.1016917914
994	0.1016413293
995	0.1016089719
996	0.1015655526
997	0.1015111113
998	0.10145081
999	0.1013989672
